ID;Дата и время создания;Дата последнего изменения;Код КПГЗ;Наименование КПГЗ;Вышестоящий КПГЗ;Описание;ОКПД;ОКПД-2;Код номенклатуры МЭР;Необходимость привязки к объекту городского хозяйства;Признак стандартизированной позиции;Требуется проведение государственной экспертизы;Относится к капитальному и текущему ремонту, благоустройству, устройству пешеходных зон, сносу и т.п.;Тип объекта городского хозяйства;Проект
3207724;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.13.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО АДМИНИСТРАТИВНО-УПРАВЛЕНЧЕСКИМ ОБЪЕКТАМ;03.06.01.03.13 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ АДМИНИСТРАТИВНОГО НАЗНАЧЕНИЯ;Услуги технического заказчика на период строительства по административно-управленческим объектам. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207755;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.19.02;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ВЕТЕРИНАРНЫМ ОБЪЕКТАМ;03.06.01.03.19 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВЕТЕРИНАРИИ, ПО УХОДУ И СОДЕРЖАНИЮ ЖИВОТНЫХ;Услуги технического заказчика на период строительства по ветеринарным объектам. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207656;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.02.08;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ВСПОМОГАТЕЛЬНЫМ ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ;03.06.01.03.02 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ;Услуги технического заказчика на период строительства по вспомогательным объектам здравоохранения. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207664;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.03.06;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ВСПОМОГАТЕЛЬНЫМ ОБЪЕКТАМ ОБРАЗОВАНИЯ;03.06.01.03.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОСПИТАНИЯ И ОБУЧЕНИЯ;Услуги технического заказчика на период строительства по вспомогательным объектам образования. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207730;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.14.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ВЫСТАВОЧНО-ЯРМАРОЧНЫМ ОБЪЕКТАМ;03.06.01.03.14 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТОРГОВЛИ И СЕРВИСА;Услуги технического заказчика на период строительства по выставочно-ярмарочным объектам. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207671;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.05;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ЖИЛЫМ ОБЪЕКТАМ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам жилых домов<br>- услуги технического заказчика на период строительства по объектам общежитий<br>- услуги технического заказчика на период строительства по объектам апартаментов<br>- услуги технического заказчика на период строительства по прочим жилым объектам;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207756;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.20;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО КУЛЬТОВЫМ И РЕЛИГИОЗНЫМ ОБЪЕКТАМ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам монастыря<br>- услуги технического заказчика на период строительства по объектам собора<br>- услуги технического заказчика на период строительства по объектам храма<br>- услуги технического заказчика на период строительства по объектам церкви<br>- услуги технического заказчика на период строительства по объектам колокольни<br>- услуги технического заказчика на период строительства по объектам часовни<br>- услуги технического заказчика на период строительства по объектам молельного дома<br>- услуги технического заказчика на период строительства по объектам мечети<br>- услуги технического заказчика на период строительства по объектам минарета<br>- услуги технического заказчика на период строительства по объектам синагоги<br>- услуги технического заказчика на период строительства по объектам костела<br>- услуги технического заказчика на период строительства по объектам семинарии<br>- услуги технического заказчика на период строительства по объектам медресе<br>- услуги технического заказчика на период строительства по культовым и религиозным объектам иного типа;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207770;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.20.14;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО КУЛЬТОВЫМ И РЕЛИГИОЗНЫМ ОБЪЕКТАМ ИНОГО ТИПА;03.06.01.03.20 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО КУЛЬТОВЫМ И РЕЛИГИОЗНЫМ ОБЪЕКТАМ;Услуги технического заказчика на период строительства по культовым и религиозным объектам иного типа. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207692;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.07.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО КУЛЬТУРНО-ДОСУГОВЫМ ОБЪЕКТАМ;03.06.01.03.07 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ КУЛЬТУРЫ;Услуги технического заказчика на период строительства по культурно-досуговым объектам. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207696;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.07.07;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО КУЛЬТУРНО-ЗРЕЛИЩНЫМ ОБЪЕКТАМ;03.06.01.03.07 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ КУЛЬТУРЫ;Услуги технического заказчика на период строительства по культурно-зрелищным объектам. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207695;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.07.06;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО КУЛЬТУРНО-ПРОСВЕТИТЕЛЬСКИМ ОБЪЕКТАМ;03.06.01.03.07 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ КУЛЬТУРЫ;Услуги технического заказчика на период строительства по культурно-просветительским объектам. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207655;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.02.07;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫМ ОБЪЕКТАМ;03.06.01.03.02 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ;Услуги технического заказчика на период строительства по лечебно-оздоровительным объектам. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207735;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.15;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО НАУЧНО-ИННОВАЦИОННЫМ ОБЪЕКТАМ, ОБЪЕКТАМ ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам научной деятельности<br>- услуги технического заказчика на период строительства по объектам инновационной инфраструктуры<br>- услуги технического заказчика на период строительства по объектам проектного и изыскательского назначения;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207775;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.22.01;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ АВАРИЙНО-СПАСАТЕЛЬНОЙ СЛУЖБЫ, ФОРМИРОВАНИЯ;03.06.01.03.22 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО АВАРИЙНО-СПАСАТЕЛЬНЫМ ОБЪЕКТАМ И ОБЪЕКТАМ ГО, ЧС И ПБ;Услуги технического заказчика на период строительства по объектам аварийно-спасательной службы, формирования. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207713;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.10.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ АВТОМАТИЧЕСКИХ СИСТЕМ ПРОТИВОГОЛОЛЕДНОЙ ОБРАБОТКИ ДОРОЖНЫХ ПОКРЫТИЙ;03.06.01.03.10 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ПРОГРАММЫ «БЕЗОПАСНЫЙ ГОРОД»;Услуги технического заказчика на период строительства по объектам автоматических систем противогололедной обработки дорожных покрытий. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207721;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.13;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ АДМИНИСТРАТИВНОГО НАЗНАЧЕНИЯ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам органов государственной власти и органов местного самоуправления<br>- услуги технического заказчика на период строительства по объектам правосудия, прокуратуры, адвокатуры и нотариата<br>- услуги технического заказчика на период строительства по административно-управленческим объектам<br>- услуги технического заказчика на период строительства по офисным объектам<br>- услуги технического заказчика на период строительства по объектам финансово-кредитных и страховых организаций;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207649;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.02.01;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ УЧРЕЖДЕНИЙ ГОРОДА И СТАНЦИЙ СКОРОЙ НЕОТЛОЖНОЙ ПОМОЩИ;03.06.01.03.02 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ;Услуги технического заказчика на период строительства по объектам амбулаторно-поликлинических учреждений города и станций скорой неотложной помощи. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207674;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.05.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ АПАРТАМЕНТОВ;03.06.01.03.05 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ЖИЛЫМ ОБЪЕКТАМ;Услуги технического заказчика на период строительства по объектам апартаментов. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207720;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.12;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ БЕЗБАРЬЕРНОЙ СРЕДЫ ДЛЯ ИНВАЛИДОВ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;Услуги технического заказчика на период строительства по объектам безбарьерной среды для инвалидов. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207750;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.18.02;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ БЕРЕГОУКРЕПИТЕЛЬНОГО СООРУЖЕНИЯ;03.06.01.03.18 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ;Услуги технического заказчика на период строительства по объектам берегоукрепительного сооружения. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207733;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.14.06;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ БЫТОВОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ;03.06.01.03.14 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТОРГОВЛИ И СЕРВИСА;Услуги технического заказчика на период строительства по объектам бытового обслуживания населения. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207753;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.19;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВЕТЕРИНАРИИ, ПО УХОДУ И СОДЕРЖАНИЮ ЖИВОТНЫХ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам по уходу и содержанию животных<br>- услуги технического заказчика на период строительства по ветеринарным объектам;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207647;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.01.12;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОДНОГО ТРАНСПОРТА;03.06.01.03.01 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТРАНСПОРТНОЙ СИСТЕМЫ;Услуги технического заказчика на период строительства по объектам водного транспорта. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207682;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.06.06;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОДООТВЕДЕНИЯ ПОВЕРХНОСТНОГО СТОКА;03.06.01.03.06 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ;Услуги технического заказчика на период строительства по объектам водоотведения поверхностного стока. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207681;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.06.05;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА;03.06.01.03.06 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ;Услуги технического заказчика на период строительства по объектам водопроводно-канализационного хозяйства. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207645;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.01.10;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОЗДУШНОГО ТРАНСПОРТА;03.06.01.03.01 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТРАНСПОРТНОЙ СИСТЕМЫ;Услуги технического заказчика на период строительства по объектам воздушного транспорта. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207658;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОСПИТАНИЯ И ОБУЧЕНИЯ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам дошкольных образовательных учреждений в городе москве<br>- услуги технического заказчика на период строительства по объектам общего образования в городе москве<br>- услуги технического заказчика на период строительства по объектам профессионального образования<br>- услуги технического заказчика на период строительства по прочим объектам воспитания и обучения<br>- услуги технического заказчика на период строительства по объектам дополнительного образования и дополнительного профессионального обучения<br>- услуги технического заказчика на период строительства по вспомогательным объектам образования;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207679;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.06.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГАЗОСНАБЖЕНИЯ;03.06.01.03.06 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ;Услуги технического заказчика на период строительства по объектам газоснабжения. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207748;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.18;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам дамбы<br>- услуги технического заказчика на период строительства по объектам берегоукрепительного сооружения<br>- услуги технического заказчика на период строительства по объектам шлюза<br>- услуги технического заказчика на период строительства по объектам гидротехнических, вспомогательных инженерных сооружений иного типа;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207752;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.18.04;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ ИНОГО ТИПА;03.06.01.03.18 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ;Услуги технического заказчика на период строительства по объектам гидротехнических, вспомогательных инженерных сооружений иного типа. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207777;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.22.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГО И ЧС;03.06.01.03.22 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО АВАРИЙНО-СПАСАТЕЛЬНЫМ ОБЪЕКТАМ И ОБЪЕКТАМ ГО, ЧС И ПБ;Услуги технического заказчика на период строительства по объектам го и чс. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207707;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.09;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГРАДОСТРОИТЕЛЬНОЙ ПОЛИТИКИ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам ритуального назначения<br>- услуги технического заказчика на период строительства по прочим объектам градостроительной политики;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207712;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.10.02;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГРАЖДАНСКОЙ ЗАЩИТЫ НАСЕЛЕНИЯ;03.06.01.03.10 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ПРОГРАММЫ «БЕЗОПАСНЫЙ ГОРОД»;Услуги технического заказчика на период строительства по объектам гражданской защиты населения. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207746;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.17.03;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГРИБОВОДСТВА;03.06.01.03.17 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО СЕЛЬСКОХОЗЯЙСТВЕННЫМ ОБЪЕКТАМ;Услуги технического заказчика на период строительства по объектам грибоводства. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207749;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.18.01;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ДАМБЫ;03.06.01.03.18 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ГИДРОТЕХНИЧЕСКИХ, ВСПОМОГАТЕЛЬНЫХ ИНЖЕНЕРНЫХ СООРУЖЕНИЙ;Услуги технического заказчика на период строительства по объектам дамбы. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207780;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.23.01;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ДАЧНЫХ И САДОВЫХ ДОМА, РАСПОЛОЖЕННЫХ НА САДОВЫХ, ОГОРОДНЫХ И ДАЧНЫХ ЗЕМЕЛЬНЫХ УЧАСТКАХ;03.06.01.03.23 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ПРОЧИМ ОБЪЕКТАМ;Услуги технического заказчика на период строительства по объектам дачных и садовых дома, расположенных на садовых, огородных и дачных земельных участках. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
